fecha,punto,pixel,latitud,longitud,B01,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A,sol_sus
2024-12-16,5,3x3,-27.4688362,-58.8643213,0.1670479166666666,0.1726555555555555,0.2109,0.2103333333333333,0.2024902777777777,0.1533708333333333,0.15351875,0.145,0.1362138888888888,0.1357201388888889,0.1424222222222222,54.00000000001626
2024-12-16,6,3x3,-27.4697985,-58.863874,0.1630138888888889,0.1648777777777778,0.1958666666666666,0.1871444444444444,0.1807708333333333,0.1471402777777777,0.1470208333333333,0.1405444444444444,0.1376138888888889,0.1352819444444444,0.1427868055555555,54.00000000001626
2024-12-16,7,3x3,-27.4713317,-58.8631197,0.1583895833333333,0.1601666666666666,0.1828888888888888,0.1716555555555555,0.1677368055555555,0.1450034722222222,0.1472534722222222,0.1416222222222222,0.1401048611111111,0.1375326388888889,0.1408048611111111,47.99999999995918
2024-12-16,8,3x3,-27.4727798,-58.8603701,0.1516597222222222,0.1526666666666666,0.1746333333333333,0.1626444444444444,0.1578423611111111,0.1419576388888889,0.1425840277777778,0.1397555555555555,0.1371409722222222,0.1358520833333333,0.1379652777777777,46.00000000003491
2024-12-16,9,3x3,-27.4738798,-58.8594739,0.15470625,0.1606222222222222,0.1801777777777777,0.1712888888888888,0.1656381944444444,0.1502131944444444,0.1496993055555555,0.1458444444444444,0.1431715277777777,0.1428090277777778,0.1452833333333333,43.00000000000637
2024-12-16,10,3x3,-27.4743388,-58.857934,0.1570486111111111,0.1584777777777777,0.1785,0.1682111111111111,0.1654180555555555,0.1480166666666666,0.1492916666666666,0.1437666666666666,0.1465,0.1423159722222222,0.1442479166666666,37.99999999998249
2024-12-16,11,3x3,-27.4748002,-58.8574817,0.1504958333333333,0.1590888888888889,0.1797555555555555,0.1686666666666667,0.1644409722222222,0.1456548611111111,0.1477930555555555,0.1445,0.1459159722222222,0.1421715277777777,0.1455902777777777,45.00000000000171
2024-12-16,12,3x3,-27.473679,-58.8599399,0.16023125,0.1661222222222222,0.1878,0.1758333333333333,0.1719680555555555,0.1543423611111111,0.1551083333333333,0.1520555555555555,0.1478055555555555,0.1461020833333333,0.1514527777777777,42.00000000004422
2024-12-16,13,3x3,-27.4684081,-58.8645091,0.1722055555555555,0.1827,0.2265555555555555,0.2300444444444444,0.21858125,0.15849375,0.1591715277777778,0.1513333333333333,0.1366916666666666,0.1338666666666666,0.1468333333333333,45.99999999996385
2024-12-16,14,3x3,-27.4652393,-58.8678377,0.2174201388888888,0.2645333333333333,0.3266444444444444,0.3906,0.3985048611111111,0.3053777777777778,0.3090104166666667,0.2902666666666667,0.1551944444444444,0.1496354166666667,0.2559618055555556,97.99999999998477
